"35478","1","11","3","2","43.44","43.62","1.02","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35479","1","12","3","0","44.46","35.50","0.16","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35480","12","9","4","4","35.34","35.46","0.01","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35481","1","11","5","0","44.62","42.60","1.20","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35482","10","9","3","1","39.84","35.45","0.56","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35483","10","6","3","0","40.40","43.66","1.99","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35484","1","6","2","1","45.82","41.67","0.59","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35485","1","4","1","0","46.41","42.44","0.60","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35486","1","8","3","2","47.01","42.61","0.56","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35487","1","4","3","1","47.57","41.84","0.43","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35488","1","6","5","2","48.00","41.09","0.46","2018-11-24 21:58:40","2018-11-24 21:58:40"
"35489","10","6","2","0","42.39","40.63","0.82","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35490","10","5","1","0","43.21","37.84","0.46","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35491","10","5","2","0","43.67","37.38","0.37","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35492","10","8","1","1","44.04","42.05","0.20","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35493","10","8","4","1","43.84","42.25","1.26","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35494","1","4","4","2","48.46","41.41","0.30","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35495","10","3","1","2","45.10","40.52","1.46","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35496","10","3","2","0","43.64","41.98","0.83","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35497","10","3","4","1","44.47","41.15","1.00","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35498","15","11","1","2","36.81","41.40","0.54","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35499","11","10","2","1","41.94","45.47","1.35","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35500","6","11","1","0","39.81","43.29","1.35","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35501","9","10","2","1","34.89","44.12","1.92","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35502","17","9","2","1","37.34","36.81","0.95","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35503","6","3","1","1","41.16","40.15","0.10","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35504","6","11","4","1","41.06","41.94","1.63","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35505","6","11","3","1","42.69","40.31","0.76","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35506","4","6","3","2","41.11","43.45","1.23","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35507","12","9","2","0","35.35","35.86","1.05","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35508","1","12","0","3","48.76","36.40","3.00","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35509","1","9","2","2","45.76","34.81","1.00","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35510","1","11","3","1","44.76","39.55","0.48","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35511","1","10","4","2","45.24","42.20","0.70","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35512","1","11","3","1","45.94","39.07","0.31","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35513","10","12","1","1","41.50","39.40","0.21","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35514","6","10","7","4","42.22","41.29","1.36","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35515","6","11","3","2","43.58","38.76","0.52","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35516","6","11","4","1","44.10","38.24","0.62","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35517","11","12","3","0","37.62","39.61","1.80","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35518","12","17","1","0","37.81","38.29","1.05","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35519","1","11","3","1","46.25","39.42","0.32","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35520","1","3","2","0","46.57","40.25","0.37","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35521","1","4","0","1","46.94","42.34","1.46","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35522","1","4","2","1","45.48","43.80","0.83","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35523","1","4","2","2","46.31","42.97","0.33","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35524","10","1","3","2","39.93","45.98","1.60","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35525","10","11","3","2","41.53","39.10","0.76","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35526","1","10","4","1","44.38","42.29","1.19","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35527","10","11","3","2","41.10","38.34","0.72","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35528","15","10","2","0","36.27","41.82","1.55","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35529","15","10","2","1","37.83","40.27","1.24","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35530","10","15","3","0","39.03","39.07","1.51","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35531","10","11","2","1","40.54","37.62","0.71","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35532","11","13","2","0","36.91","38.14","1.12","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35533","15","12","2","1","37.56","38.86","1.13","2018-11-24 21:58:41","2018-11-24 21:58:41"
"35534","12","15","2","1","37.73","38.69","1.10","2018-11-24 21:58:41","2018-11-24 21:58:41"
